Platform,Route,Major Stops,,,,,,,,,,,
14,171,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,MICO Factory Junction,Adugodi,Jyothi Nivas College,Koramangala Bus Station,BDA Complex Koramangala,Koramangala Water Tank,Koramangala 1st Block,,
14,171G,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,MICO Factory Junction,Adugodi,Jyothi Nivas College,Koramangala Bus Station,Maharaja Signal,Wipro Park Koramangala,Koramangala 1st Block,,
14,340A,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,St Johns Hospital,Koramangala 1st Block,Agara Junction,NIFT College,HSR Layout KEB,,,,
14,"342-F, V-342F",Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,St Johns Hospital,Koramangala 1st Block,Agara Junction,Ibbaluru,Carmelram Gate,Dommasandra,Sarjapura,,
14,V-342FD,,,,,,,,,,,,
,,,,,,,,,,,,,
15,"356M, V-356M",Corporation,Lalbagh Main Gate,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli,Electronic City,Bommasandra,Chandapura,Anekal,
15,"KBS3F, EXP",Corporation,Lalbagh Main Gate,Bengaluru Dairy Circle,St Johns Hospital,Madivala,Central Silk Board,Bommanahalli FLY,Electronic City FLY,Bommasandra,Chandapura,Attibele Bus Stand,
,,,,,,,,,,,,,
16,365,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,Gottigere,Koli Farm Gate,Bannerughatta Circle,Bannerughatta National Park,,,
16,365D,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,Gottigere,Koli Farm Gate,Bilavaradahalli,,,,
16,365J,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,Gottigere,Koli Farm Gate,Bannerughatta Circle,Ragihalli Gate,Jigani APC Circle,,
16,365P,Corporation,Lalbagh Main Gate,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,Gottigere,Koli Farm Gate,Bannerughatta Circle,Ragihalli Gate,Jigani APC Circle,Anekal,
16,369C,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,Hulimavu,,,,,,
16,369G,Corporation,Shanthinagara Bus Station,Bengaluru Dairy Circle,JP Nagara 3rd Phase,Arakere Gate,AECS Dental College,Chikka Kammanahalli,,,,,
,,,,,,,,,,,,,
17,V-335E,Corporation,Richmond Circle,Mayohall,Domlur,HAL Main Gate,Marathahalli Bridge,Kundalahalli Gate,Graphite India,White Field Bus Station (Vydehi Hospital),ITPL,Kadugodi Bus Station,
,,,,,,,,,,,,,
18,138,Corporation,Richmond Circle,Mayohall,Halasuru,Indiranagara Police Station/KFC,Thippasandra,Kodihalli,Jeevanbheema Nagara,,,,
18,314B,Corporation,Richmond Circle,Mayohall,Halasuru,Indiranagara Police Station/KFC,Thippasandra,BEML Gate,Bagmane Tech Park,CV Raman Nagara,,,
18,314D,Corporation,Richmond Circle,Mayohall,Halasuru,Indiranagara Police Station/KFC,Thippasandra,BEML Gate,GM Palya,Malleshpalya New Bus Station(Vignananagar),,,
18,314H,Corporation,Richmond Circle,Mayohall,Halasuru,Indiranagara Police Station/KFC,Thippasandra,BEML Gate,GM Palya,Malleshpalya New Bus Station(Vignananagar),,,
,,,,,,,,,,,,,
19,218A,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,Dubasipalya Cross,Kengeri Bus Station,Kambipura,,,
19,222A,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,Dubasipalya Cross,Kengeri Bus Station,Kengeri Satellite Town,,,
19,225C,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,BEML Complex,Double Road BEML Layout,BEML Layout 5th stage,,,,
19,226N,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,Dubasipalya Cross,Kengeri Bus Station,Kumbalagodu,Bidadi,,
19,227HA,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,Dubasipalya Cross,Kengeri Bus Station,Ramohalli,Kurubarapalya,,
19,227RA,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,Dubasipalya Cross,Kengeri Bus Station,Ramohalli,Srinivasa Saligrama,,
19,234E,Rayan Circle,Chamarajapet,Mysore Road Bus Station,Nayandahalli,Rajarajeshwari nagara Gate,Bengaluru University Gate,BUC Quarters,Manganahalli Cross,Ullalu,Ullala Satelite Town,,
19,V-226WL,,,,,,,,,,,,
,,,,,,,,,,,,,
20,126,Indian Express,Shivajinagara Bus Station,Commercial Street,Sindhi Colony,Cox Town,Jeevanahalli,,,,,,
20,"129, V-129",Indian Express,Shivajinagara Bus Station,,,,,,,,,,
20,290B,Indian Express,Vasantha Nagara,Coles Park,Doddy,Kadugondanahalli Police Station,Nagawara Junction,Thanisandra,,,,,
20,290EY,Indian Express,Vasantha Nagara,Coles Park,Doddy,Kadugondanahalli Police Station,Nagawara Junction,Thanisandra,K Narayanapura Cross,Bellahalli Cross,Kogilu Cross,Yelahanka Old Town,
20,290J,Indian Express,Vasantha Nagara,Coles Park,Doddy,Kadugondanahalli Police Station,Nagawara Junction,Thanisandra,Rachenahalli,Mestripalya,,,
20,291H,Indian Express,Vasantha Nagara,Coles Park,Doddy,Kadugondanahalli Police Station,Nagawara Junction,Thanisandra,K Narayanapura Cross,RK Hegde Nagara,,,
20,292C,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Kristu Jayanti College,K Narayanapura Main Bus Stand,,,
20,293KA,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Byrathi Cross,Kannuru,Bagalur,Mylanahalli,
20,293S,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Byrathi Cross,Kannuru,Bagalur,,
20,293ZA,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Byrathi Cross,Kannuru,Bagalur,Budigere,Vijayapura Bus Stand
20,295A,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Byrathi Cross,Kyalasanahalli,Dodda Gubbi,,
20,296A,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Lingarajapura,Hennuru Junction,Hennur,Byrathi Cross,Chikka Gubbi,Yarappanahalli,,
20,300H,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Maruthi Sevanagara,Maruthi School,Banasawadi,B Channasandra Bridge,Ramamurthy Nagara Alada Mara,ITI Circle,Krishnaraja Pura Govt Hospital,
20,301F,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Maruthi Sevanagara,Maruthi School,Banasawadi,B Channasandra Bridge,Kalkere Cross,TC Palya,Kittaganuru,
20,302A,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Maruthi Sevanagara,Maruthi School,80ft Road HRBR Layout,HRBR Layout Cross,Babusabpalya 302,,,
20,302B,Indian Express,Vasantha Nagara,Coles Park,Mosque Road,Maruthi Sevanagara,Ramaswamypalya,Kammanahalli,Kalyananagara 302,,,,
,,,,,,,,,,,,,
21,90,Central,MD Block,Malleshwara 8th Cross (8th Main),Malleshwara 15th Cross (8th Main),Malleshwaram 18th Cross,Mysore Lamp,Yeshawanthapura,,,,,
21,276,Central,Malleshwara 18th Cross,Sadashivanagara Police Station,MS Ramaiah Hospital,Kuvempu Circle,BEL Circle,Dodda Bommasandra,Nanjappa Circle,1st Block Vidyaranyapura,Vidyaranyapura Bus Station,,
21,82AR,Central,Harishchandra Ghat,Gayathri Nagara,Subramanyanagara,Vivekananda College,Govt Soap Factory,RMC Yard (Yeshawanthapura New Railway Station),Yeshawanthapura New Railway Station,,,,
